ID,Time,Temperature,Pressure,Humidity,Altitude
2,9969,"46.34",616.558,0,13399.13
2,9972,"45.78",618.99,0,13332.273
2,9973,"45.7",619.546,0,13316.965
2,9973,"45.6",620.172,0,13299.719
2,9975,"45.36",621.423,0,13265.172
2,9977,"45",623.988,0,13194.138
2,9978,"44.76",625.166,0,13161.449
2,9979,"44.7",625.806,0,13143.639
2,9980,"44.53",626.844,0,13114.757
2,9980,"44.53",626.844,0,13114.757
2,9981,"44.33",628.237,0,13075.893
2,9982,"44.25",629.099,0,13051.808
2,9983,"44.05",630.152,0,13022.344
2,9984,"43.86",631.413,0,12986.979
2,9986,"43.59",632.759,0,12949.172
2,9989,"43.16",636.763,0,12836.193
2,9991,"42.88",639.31,0,12763.942
2,9993,"42.65",640.577,0,12727.9
2,9993,"42.65",641.177,0,12710.806
2,9994,"42.65",641.177,0,12711.522
2,9994,"42.55",642.401,0,12675.876
2,9996,"42.27",643.844,0,12634.605
2,9996,"42.27",643.844,0,12634.605
2,9997,"41.97",645.664,0,12582.377
2,9998,"42.09",646.321,0,12563.507
2,9999,"42.06",646.971,0,12544.776
2,10000,"41.79",647.572,0,12527.48
2,10001,"41.74",648.878,0,12489.801
2,10001,"41.76",649.552,0,12470.306
2,10002,"41.68",650.107,0,12454.249
2,10002,"41.68",650.107,0,12454.249
2,10004,"41.47",651.538,0.021,12412.764
2,10004,"41.38",652.056,0.095,12397.721
2,10006,"41.03",654.771,0.381,12318.659
2,10007,"40.93",655.927,0.424,12284.859
2,10008,"40.82",657.271,0.455,12245.479
2,10010,"40.67",658.623,0.498,12205.796
2,10011,"40.59",659.105,0.54,12191.624
2,10011,"40.42",660.287,0.582,12156.795
2,10013,"40.28",661.716,0.603,12114.598
2,10015,"40",664.269,0.688,12038.911
2,10016,"39.92",664.891,0.719,12020.406
2,10018,"39.83",666.758,0.793,11964.773
2,10020,"39.56",669.234,0.855,11890.675
2,10022,"39.41",671.098,1.035,11834.654
2,10022,"39.41",671.098,1.035,11834.654
2,10023,"39.35",672.173,1.109,11802.233
2,10024,"39.35",672.173,1.109,11802.233
2,10024,"39.24",672.963,1.141,11778.403
2,10025,"39.15",673.479,1.172,11762.792
2,10025,"39.03",674.924,1.245,11718.995
2,10026,"39.03",674.924,1.245,11718.995
2,10028,"38.86",677.35,1.361,11645.22
2,10029,"38.74",678.588,1.413,11607.428
2,10030,"38.66",679.801,1.444,11570.287
2,10031,"38.5",681.195,1.497,11527.521
2,10033,"38.41",682.371,1.539,11491.331
2,10034,"38.58",683.762,1.539,11448.401
2,10035,"38.34",684.938,1.602,11412.014
2,10037,"38.12",686.828,1.696,11353.349
2,10038,"38.02",688.212,1.759,11310.229
2,10039,"37.87",689.474,1.821,11270.784
2,10040,"37.8",690.654,1.874,11233.831
2,10042,"37.76",691.412,1.895,11210.041
2,10043,"37.69",692.656,1.999,11172.469
2,10044,"37.56",693.937,2.01,11130.496
2,10044,"37.56",693.937,2.01,11130.496
2,10045,"37.48",695.29,2.072,11087.663
2,10046,"37.4",696.355,2.124,11053.868
2,10048,"37.29",698.285,2.177,10992.436
2,10048,"37.29",698.285,2.177,10992.436
2,10049,"37.21",699.55,2.218,10952.013
2,10050,"37.17",700.253,2.239,10929.501
2,10050,"37.15",700.939,2.26,10907.49
2,10051,"37.14",700.874,2.229,10909.577
2,10051,"37.1",702.085,2.354,10870.632
2,10055,"36.89",705.782,2.574,10751.118
2,10056,"36.83",706.295,2.637,10730.29
2,10058,"36.79",707.596,2.721,10692.083
2,10059,"36.71",708.864,2.814,10650.652
2,10059,"36.65",710.057,2.846,10611.568
2,10060,"36.64",710.15,2.866,10608.516
2,10061,"36.57",711.312,2.887,10569.094
2,10061,"36.54",712.002,2.929,10547.603
2,10062,"36.52",712.637,2.96,10526.656
2,10062,"36.47",713.225,3.012,10507.219
2,10063,"36.45",713.869,3.044,10485.938
2,10064,"36.45",713.869,3.012,10482.471
2,10064,"36.39",715.306,3.074,10438.246
2,10069,"36.22",719.838,3.146,10286.738
2,10070,"36.16",720.97,3.388,10248.624
2,10072,"36.07",722.244,3.701,10205.575
2,10073,"36.14",722.896,3.754,10183.485
2,10073,"35.99",723.95,3.879,10147.713
2,10074,"35.99",723.95,3.879,10147.713
2,10075,"36.09",724.534,3.911,10127.863
2,10075,"36.02",725.109,3.974,10108.291
2,10079,"35.88",728.572,4.727,9989.681
2,10080,"35.87",729.731,5.365,9949.734
2,10081,"35.79",730.787,5.804,9913.219
2,10082,"35.7",732.542,6.138,9852.336
2,10084,"35.65",733.495,6.347,9819.151
2,10085,"35.6",734.606,6.43,9780.34
2,10086,"35.53",735.738,6.533,9740.676
2,10087,"35.52",736.262,6.575,9722.276
2,10088,"35.46",737.292,6.71,9685.99
2,10089,"35.39",738.449,6.896,9645.151
2,10090,"35.33",739.576,7.001,9605.249
2,10091,"35.31",740.651,6.969,9567.023
2,10092,"35.3",741.189,7,9547.872
2,10093,"35.29",741.028,6.979,9553.617
2,10093,"35.24",741.945,7.146,9520.891
2,10094,"35.21",743.026,7.219,9482.232
2,10095,"35.17",743.454,7.249,9466.893
2,10096,"35.14",743.987,7.29,9447.722
2,10096,"35.11",744.332,7.332,9435.345
2,10097,"35.13",744.79,7.343,9418.85
2,10098,"35.1",745.233,7.384,9402.889
2,10098,"35.1",745.233,7.384,9402.889
2,10099,"35.02",746.005,7.456,9375.018
2,10099,"35.01",746.55,7.497,9355.28
2,10100,"34.98",747.066,7.497,9336.574
2,10101,"34.97",747.671,7.507,9314.613
2,10101,"34.97",747.671,7.507,9314.613
2,10102,"34.98",748.388,7.518,9288.54
2,10103,"34.98",748.388,7.518,9288.54
2,10103,"34.92",749.11,7.568,9262.218
2,10104,"34.92",749.11,7.568,9262.218
2,10104,"34.87",750.005,7.641,9229.533
2,10105,"34.87",750.434,7.673,9213.831
2,10106,"34.86",750.859,7.693,9198.262
2,10106,"34.87",751.305,7.704,9181.888
2,10107,"34.83",751.636,7.734,9169.702
2,10108,"34.81",752.13,7.744,9151.526
2,10108,"34.85",752.644,7.766,9132.578
2,10109,"34.8",753.037,7.786,9118.083
2,10111,"34.76",753.872,7.816,9087.191
2,10112,"34.82",755.536,7.839,9025.442
2,10114,"34.75",755.952,7.869,9009.946
2,10115,"34.72",757.093,7.889,8967.358
2,10116,"34.71",757.971,7.92,8934.453
2,10117,"34.69",758.953,7.982,8897.568
2,10118,"34.68",759.837,8.014,8864.285
2,10119,"34.65",760.871,8.075,8825.213
2,10120,"34.64",761.27,8.106,8810.077
2,10123,"34.61",763.508,8.148,8724.944
2,10124,"34.6",764.352,8.21,8692.672
2,10125,"34.6",765.558,8.21,8646.414
2,10126,"34.6",765.995,8.221,8629.608
2,10126,"34.59",766.595,8.21,8606.496
2,10127,"34.59",767.131,8.21,8585.821
2,10128,"34.58",768.034,8.231,8550.851
2,10128,"34.57",768.78,8.252,8521.927
2,10129,"34.57",768.78,8.252,8521.927
2,10129,"34.56",769.99,8.293,8474.792
2,10134,"34.56",774.296,8.388,8305.578
2,10136,"34.57",775.253,8.377,8267.615
2,10137,"34.56",776.34,8.408,8216.484
2,10138,"34.55",777.204,8.408,8189.821
2,10139,"34.57",779.014,8.419,8117.208
2,10140,"34.58",780.025,8.439,8076.449
2,10141,"34.59",781.104,8.43,8032.736
2,10143,"34.6",782.428,8.408,7978.898
2,10145,"34.58",784.021,8.492,7913.784
2,10146,"34.6",785.056,8.534,7871.29
2,10146,"34.6",785.722,8.565,7843.85
2,10147,"34.6",785.722,8.565,7843.85
2,10148,"34.62",787.006,8.545,7790.748
2,10148,"34.62",787.006,8.545,7790.748
2,10149,"34.65",788.262,8.534,7738.563
2,10149,"34.61",788.745,8.534,7718.417
2,10150,"34.61",788.745,8.555,7712.211
2,10151,"34.69",790.034,8.494,7664.516
2,10151,"34.69",790.034,8.494,7664.516
2,10152,"34.66",791.271,8.587,7612.51
2,10154,"34.63",792.583,8.618,7557.072
2,10155,"34.64",794.451,8.67,7477.713
2,10157,"34.63",795.612,8.691,7428.078
2,10158,"34.65",797.017,8.712,7367.71
2,10159,"34.65",798.354,8.733,7309.949
2,10159,"34.65",798.354,8.733,7309.949
2,10160,"34.67",800.126,8.733,7232.902
2,10161,"34.66",800.85,8.723,7201.271
2,10162,"34.66",800.85,8.723,7201.271
2,10162,"34.67",801.707,8.754,7163.735
2,10163,"34.68",803.067,8.765,7103.845
2,10163,"34.68",803.067,8.765,7103.845
2,10164,"34.69",804.304,8.817,7049.064
2,10165,"34.7",805.097,8.797,7013.831
2,10165,"34.7",805.729,8.828,6985.662
2,10167,"34.7",807.362,8.817,6912.465
2,10167,"34.7",807.962,8.807,6885.491
2,10168,"34.72",809.562,8.87,6813.112
2,10173,"34.78",814.293,8.798,6596.24
2,10174,"34.8",816.374,8.705,6499.385
2,10178,"34.86",820.39,8.789,6309.908
2,10182,"34.91",823.861,8.937,6143.179
2,10182,"34.93",825.293,8.905,6073.823
2,10185,"34.97",827.911,8.948,5945.487
2,10186,"35.01",829.805,8.854,5851.633
2,10187,"35.01",829.805,8.854,5851.633
2,10188,"35.01",830.438,8.792,5817.921
2,10191,"35.01",833.85,8.792,5648.24
2,10192,"35.11",835.48,8.763,5565.124
2,10194,"35.14",836.571,8.753,5509.112
2,10195,"35.18",838.523,8.723,5408.108
2,10197,"35.21",839.698,8.744,5346.791
2,10198,"35.24",840.899,8.734,5283.784
2,10199,"35.28",842.233,8.724,5213.253
2,10200,"35.31",843.364,8.683,5153.14
2,10201,"35.32",844.099,8.735,5117.668
2,10202,"35.36",845.299,8.663,5049.344
2,10202,"35.36",845.299,8.663,5049.344
2,10203,"35.4",846.426,8.653,4988.439
2,10204,"35.44",847.786,8.644,4914.402
2,10205,"35.47",848.46,8.645,4877.466
2,10205,"35.49",849.093,8.624,4842.716
2,10206,"35.5",849.616,8.624,4813.878
2,10208,"35.53",850.938,8.624,4740.635
